Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;Assists;Touches
1461;Maxime Lopez;FRA;MF;Sassuolo;Serie A;25;1997;14;12;1120;12.4;0;0.48;0.16;33.3;0;0;25.1;0;69.8
1462;Pau López;ESP;GK;Marseille;Ligue 1;28;1994;19;19;1710;19;0;0;0;0;0;0;0;0.05;36.7
1463;Unai López;ESP;MF;Rayo Vallecano;La Liga;27;1995;19;9;794;8.8;1;1.82;0.8;43.8;0.06;0.14;26.2;0.23;76.9
1464;Dion Lopy;SEN;MF;Reims;Ligue 1;21;2002;17;9;725;8.1;0;0.74;0;0;0;0;23.1;0;55.1
1465;Anthony Losilla;FRA;MF;Bochum;Bundesliga;36;1986;20;20;1771;19.7;0;0.66;0.2;30.8;0;0;17.6;0.1;44
1466;Jordan Lotomba;SUI;DFMF;Nice;Ligue 1;24;1998;22;18;1638;18.2;0;0.38;0.16;42.9;0;0;20.6;0.05;61.6
1467;Matteo Lovato;ITA;DF;Salernitana;Serie A;22;2000;7;4;377;4.2;0;0.24;0;0;0;0;22;0;52.9
1468;Dejan Lovren;CRO;DF;Lyon;Ligue 1;33;1989;5;5;426;4.7;0;2.13;0.21;10;0;0;13.2;0;87.2
1469;Sandi Lovri?;SVN;MF;Udinese;Serie A;24;1998;20;12;1048;11.6;2;3.1;0.43;13.9;0.06;0.4;22.6;0.09;56.6
1470;Jamal Lowe;JAM;MFFW;Bournemouth;Premier League;28;1994;2;0;12;0.1;0;0;0;0;0;0;0;0;40
1471;Anthony Lozano;HON;FW;Cádiz;La Liga;29;1993;19;12;1139;12.7;0;1.73;0.47;27.3;0;0;17;0;29.8
1472;Hirving Lozano;MEX;FW;Napoli;Serie A;27;1995;20;11;981;10.9;3;2.75;0.92;33.3;0.07;0.2;18;0.28;43.3
1473;Pol Lozano;ESP;MF;Espanyol;La Liga;23;1999;4;0;17;0.2;0;0;0;0;0;0;0;0;60
1474;Jean Lucas;BRA;MF;Monaco;Ligue 1;24;1998;6;3;291;3.2;0;1.56;0.94;60;0;0;18.3;0;59.7
1475;Jhon Lucumí;COL;DF;Bologna;Serie A;24;1998;18;18;1550;17.2;0;0.35;0.12;33.3;0;0;11.7;0.06;64.7
1476;José Luis Gayà;ESP;DF;Valencia;La Liga;27;1995;17;17;1483;16.5;1;0.79;0.36;46.2;0.08;0.17;26.2;0.12;71.8
1477;José Luis Morales;ESP;FWMF;Villarreal;La Liga;35;1987;19;4;591;6.6;1;2.58;1.52;58.8;0.06;0.1;15.6;0;32.7
1478;José Luis Palomino;ARG;DF;Atalanta;Serie A;33;1990;6;5;392;4.4;1;0.68;0.45;66.7;0.33;0.5;10.6;0;72
1479;Douglas Luiz;BRA;MF;Aston Villa;Premier League;24;1998;20;16;1434;15.9;2;1.07;0.38;35.3;0.12;0.33;26.2;0.25;69
1480;Romelu Lukaku;BEL;FW;Inter;Serie A;29;1993;9;4;395;4.4;1;2.05;0.91;44.4;0.11;0.25;12.9;0.23;28
1481;Castello Lukeba;FRA;DF;Lyon;Ligue 1;20;2002;19;18;1637;18.2;1;0.27;0.11;40;0.2;0.5;12.2;0;77.5
1482;Dodi Lukebakio;BEL;FWMF;Hertha BSC;Bundesliga;25;1997;18;18;1483;16.5;7;2.36;0.91;38.5;0.13;0.33;20.2;0.06;37.9
1483;Saša Luki?;SRB;MF;Fulham;Premier League;26;1996;1;0;1;0;0;0;0;0;0;0;0;0;6
1484;Saša Luki?;SRB;MF;Torino;Serie A;26;1996;16;13;1195;13.3;2;1.13;0.23;20;0.07;0.33;20.2;0;63.9
1485;Andriy Lunin;UKR;GK;Real Madrid;La Liga;24;1999;5;5;450;5;0;0;0;0;0;0;0;0;32.8
1486;Andrey Lunyov;RUS;GK;Leverkusen;Bundesliga;31;1991;1;1;90;1;0;0;0;0;0;0;0;0;45
1487;Sebastiano Luperto;ITA;DF;Empoli;Serie A;26;1996;20;20;1714;19;1;0.32;0.16;50;0.17;0.33;14;0;58.3
1488;Lyanco;BRA;DF;Southampton;Premier League;26;1997;13;7;697;7.7;0;1.04;0.39;37.5;0;0;21.4;0;55.2
1489;Charalambos Lykogiannis;GRE;DF;Bologna;Serie A;29;1993;16;10;894;9.9;1;1.62;0.51;31.3;0.06;0.2;27;0;66.2
1490;Youssouf M'Changama;COM;MF;Auxerre;Ligue 1;32;1990;18;6;618;6.9;0;1.59;0.14;9.1;0;0;27.9;0;58.8
1491;Awer Mabil;AUS;MFFW;Cádiz;La Liga;27;1995;5;1;165;1.8;0;1.67;0.56;33.3;0;0;17.3;0;42.8
1492;Alexis Mac Allister;ARG;MF;Brighton;Premier League;24;1998;18;17;1547;17.2;5;2.03;0.76;37.1;0.06;0.15;24.7;0;67.9
1493;Deiver Machado;COL;DFMF;Lens;Ligue 1;29;1993;19;16;1379;15.3;1;0.65;0.2;30;0.1;0.33;18;0.07;45.3
1494;Darwin Machís;VEN;FW;Valladolid;La Liga;30;1993;2;2;180;2;0;1.5;0.5;33.3;0;0;14.4;0.5;43
1495;James Maddison;ENG;MFFW;Leicester City;Premier League;26;1996;16;15;1273;14.1;9;3.19;1.06;33.3;0.2;0.6;20.2;0.35;56.2
1496;Noni Madueke;ENG;FW;Chelsea;Premier League;20;2002;2;1;112;1.2;0;1.67;0.83;50;0;0;18.6;0;59.2
1497;Pablo Maffeo;ESP;DF;Mallorca;La Liga;25;1997;19;18;1560;17.3;1;0.58;0.12;20;0.1;0.5;15.5;0.12;50
1498;Lisandro Magallán;ARG;DF;Elche;La Liga;29;1993;3;1;123;1.4;0;0;0;0;0;0;0;0;15.7
1499;Soungoutou Magassa;MLI;MF;Monaco;Ligue 1;19;2003;1;0;74;0.8;0;0;0;0;0;0;0;0;47.5
1500;Giulio Maggiore;ITA;MF;Salernitana;Serie A;24;1998;10;9;653;7.3;0;0.55;0;0;0;0;20.2;0;59.7
1501;Giangiacomo Magnani;ITA;DF;Hellas Verona;Serie A;27;1995;9;4;426;4.7;0;0.85;0.21;25;0;0;18.2;0;40.4
1502;Hugo Magnetti;FRA;MF;Brest;Ligue 1;24;1998;18;10;955;10.6;0;1.04;0.38;36.4;0;0;27;0.09;49.7
1503;Yohann Magnin;FRA;MFDF;Clermont Foot;Ligue 1;25;1997;23;18;1661;18.5;0;0.54;0;0;0;0;18.6;0;60.9
1504;Harry Maguire;ENG;DF;Manchester Utd;Premier League;29;1993;9;4;391;4.3;0;0.23;0;0;0;0;5.7;0;69.5
1505;Jon Magunacelaya;ESP;MFFW;Real Sociedad;La Liga;22;2000;2;0;65;0.7;0;1.43;1.43;100;0;0;10.8;0;40
1506;Riyad Mahrez;ALG;FWMF;Manchester City;Premier League;31;1991;16;10;898;10;4;2.4;0.9;37.5;0.17;0.44;15.6;0.3;67.3
1507;Arne Maier;GER;MF;Augsburg;Bundesliga;24;1999;16;11;923;10.3;1;1.36;0.29;21.4;0.07;0.33;22.8;0;43.3
1508;Mike Maignan;FRA;GK;Milan;Serie A;27;1995;7;7;630;7;0;0;0;0;0;0;0;0;36.6
1509;Linton Maina;GER;FWMF;Köln;Bundesliga;23;1999;18;13;1101;12.2;2;1.89;0.66;34.8;0.09;0.25;14.9;0.41;36.1
1510;Ainsley Maitland-Niles;ENG;MFDF;Southampton;Premier League;25;1997;11;6;634;7;0;0;0;0;0;0;0;0;54.1
1511;Lovro Majer;CRO;MFFW;Rennes;Ligue 1;25;1998;17;9;801;8.9;1;1.8;0.34;18.8;0;0;22.9;0.22;67.2
1512;Jean-Victor Makengo;FRA;MF;Udinese;Serie A;24;1998;16;11;805;8.9;0;0.79;0;0;0;0;21.4;0.11;44.2
1513;Jean-Victor Makengo;FRA;MF;Lorient;Ligue 1;24;1998;2;1;129;1.4;0;0.71;0;0;0;0;8;0;63.6
1514;Béni Makouana;CGO;FWMF;Montpellier;Ligue 1;20;2002;8;1;198;2.2;0;2.73;0.45;16.7;0;0;13.9;0;30.5
1515;Nemanja Maksimovi?;SRB;MF;Getafe;La Liga;28;1995;12;10;711;7.9;0;0.51;0.13;25;0;0;18.8;0;35.2
1516;Tyrell Malacia;NED;DF;Manchester Utd;Premier League;23;1999;13;9;845;9.4;0;0.32;0.11;33.3;0;0;20.7;0;60
1517;Lorenzo Malagrida;ITA;MF;Sampdoria;Serie A;19;2003;1;0;10;0.1;0;10;10;100;0;0;10.6;0;40
1518;Daniel Maldini;ITA;FWMF;Spezia;Serie A;21;2001;9;1;322;3.6;1;1.94;1.11;57.1;0.14;0.25;16.8;0;43.3
1519;Youssef Maleh;ITA;MF;Fiorentina;Serie A;24;1998;7;4;297;3.3;0;2.12;0;0;0;0;15.9;0;45.5
1520;Youssef Maleh;ITA;MF;Lecce;Serie A;24;1998;5;2;177;2;0;1.5;0;0;0;0;22.6;0;40
1521;Donyell Malen;NED;FW;Dortmund;Bundesliga;24;1999;13;11;821;9.1;0;2.64;1.32;50;0;0;16.5;0.11;44.1
1522;Ruslan Malinovskyi;UKR;MFFW;Atalanta;Serie A;29;1993;15;5;553;6.1;1;3.11;0.98;31.6;0.05;0.17;25.6;0.33;69.7
1523;Ruslan Malinovskyi;UKR;MFFW;Marseille;Ligue 1;29;1993;6;4;365;4.1;1;3.41;0.73;21.4;0.07;0.33;26;0;58.5
1524;Hugo Mallo;ESP;DF;Celta Vigo;La Liga;31;1991;15;15;1203;13.4;0;0.9;0.3;33.3;0;0;12.7;0;65.7
1525;Mickael Malsa;MTQ;MF;Valladolid;La Liga;27;1995;5;0;69;0.8;0;0;0;0;0;0;0;0;38.8
1526;Giorgi Mamardashvili;GEO;GK;Valencia;La Liga;22;2000;21;21;1890;21;0;0;0;0;0;0;0;0;33.2
1527;Hianga Mananga Mbock;FRA;MF;Brest;Ligue 1;23;1999;2;0;15;0.2;0;0;0;0;0;0;0;0;65
1528;Gianluca Mancini;ITA;DF;Roma;Serie A;26;1996;22;22;1821;20.2;0;0.64;0.1;15.4;0;0;13.3;0.05;59.6
1529;Steve Mandanda;FRA;GK;Rennes;Ligue 1;37;1985;20;20;1755;19.5;0;0;0;0;0;0;0;0.05;34.9
1530;Reinildo Mandava;MOZ;DF;Atlético Madrid;La Liga;29;1994;19;19;1655;18.4;0;0.33;0;0;0;0;22.7;0;64
1531;Aïssa Mandi;ALG;DF;Villarreal;La Liga;31;1991;9;5;441;4.9;0;0.2;0.2;100;0;0;9;0;72.4
1532;Rolando Mandragora;ITA;MF;Fiorentina;Serie A;25;1997;15;10;916;10.2;1;2.16;0.39;18.2;0.05;0.25;23.3;0.1;60.2
1533;Sadio Mané;SEN;FW;Bayern Munich;Bundesliga;30;1992;14;12;906;10.1;6;3.86;1.68;43.6;0.13;0.29;13.5;0.3;41
1534;Orel Mangala;BEL;MF;Nott'ham Forest;Premier League;24;1998;14;10;693;7.7;0;0.78;0.13;16.7;0;0;21.6;0;44.7
1535;Thomas Mangani;FRA;MF;Ajaccio;Ligue 1;35;1987;18;9;895;9.9;1;0.61;0;0;0;0;29.5;0.1;76.4
1536;Vito Mannone;ITA;GK;Lorient;Ligue 1;34;1988;9;8;798;8.9;0;0;0;0;0;0;0;0;33.8
1537;Javier Manquillo;ESP;DF;Newcastle Utd;Premier League;28;1994;1;0;11;0.1;0;0;0;0;0;0;0;0;80
1538;Myziane Maolida;FRA;FW;Reims;Ligue 1;23;1999;1;0;19;0.2;0;0;0;0;0;0;0;0;60
1539;Myziane Maolida;FRA;FWMF;Hertha BSC;Bundesliga;23;1999;3;1;95;1.1;0;0;0;0;0;0;0;0;23.6
1540;Faitout Maouassa;FRA;DFFW;Montpellier;Ligue 1;24;1998;20;14;1191;13.2;1;1.14;0.38;33.3;0.07;0.2;23;0.3;48
1541;Sekou Mara;FRA;FWMF;Southampton;Premier League;20;2002;14;3;327;3.6;0;3.89;0.56;14.3;0;0;15.6;0.28;34.7
1542;Maranhão;BRA;FWMF;Valencia;La Liga;26;1996;15;3;428;4.8;1;3.54;0.42;11.8;0.06;0.5;14.6;0;24.6
1543;Marcão;BRA;DF;Sevilla;La Liga;26;1996;4;4;360;4;0;0;0;0;0;0;0;0;61.8
1544;Solly March;ENG;FWDF;Brighton;Premier League;28;1994;21;21;1807;20.1;5;2.34;0.9;38.3;0.11;0.28;16.9;0.2;54.2
1545;Agustín Marchesín;ARG;GK;Celta Vigo;La Liga;34;1988;19;19;1710;19;0;0;0;0;0;0;0;0;35.6
1546;Vincent Marchetti;FRA;MF;Ajaccio;Ligue 1;25;1997;21;20;1655;18.4;0;1.41;0.38;26.9;0;0;23.7;0.05;52.2
1547;Riccardo Marchizza;ITA;DF;Sassuolo;Serie A;24;1998;4;1;107;1.2;0;0;0;0;0;0;0;0.83;50
1548;Gian Marco Ferrari;ITA;DF;Sassuolo;Serie A;30;1992;19;17;1529;17;1;0.29;0.06;20;0.2;1;11.5;0;56.4
1549;Emiliano Marcondes;DEN;MF;Bournemouth;Premier League;27;1995;1;0;9;0.1;0;0;0;0;0;0;0;0;30
1550;Óscar de Marcos;ESP;DF;Athletic Club;La Liga;33;1989;21;19;1619;18;0;0.06;0;0;0;0;11.5;0.22;69.1
1551;José Mari;ESP;MF;Cádiz;La Liga;35;1987;12;2;323;3.6;0;0.56;0;0;0;0;28;0;53.9
1552;Pablo Marí;ESP;DF;Monza;Serie A;29;1993;14;12;1138;12.6;1;0.4;0.16;40;0.2;0.5;14.8;0;60.3
1553;José María Giménez;URU;DF;Atlético Madrid;La Liga;28;1995;12;11;1005;11.2;0;1.25;0.36;28.6;0;0;15.1;0;60.4
1554;Mariano;DOM;FW;Real Madrid;La Liga;29;1993;5;0;44;0.5;0;6;0;0;0;0;10.3;0;32
1555;Pablo Marín;ESP;MFFW;Real Sociedad;La Liga;19;2003;7;3;324;3.6;0;1.94;1.11;57.1;0;0;18.5;0;51.1
1556;R?zvan Marin;ROU;MF;Empoli;Serie A;26;1996;21;16;1503;16.7;2;1.26;0.42;33.3;0.1;0.29;26.9;0.12;62.9
1557;Guillermo Maripán;CHI;DF;Monaco;Ligue 1;28;1994;18;17;1485;16.5;3;0.73;0.24;33.3;0.25;0.75;10.8;0;59.5
1558;Marlon;BRA;DF;Monza;Serie A;27;1995;17;13;1066;11.8;0;0.25;0.08;33.3;0;0;11.6;0;67.7
1559;Omar Marmoush;EGY;FW;Wolfsburg;Bundesliga;24;1999;19;8;790;8.8;3;2.95;1.02;34.6;0.12;0.33;14.9;0;47.4
1560;Marquinhos;BRA;MF;Arsenal;Premier League;19;2003;1;0;1;0;0;0;0;0;0;0;0;0;3
1561;Marquinhos;BRA;DF;Paris S-G;Ligue 1;28;1994;22;20;1824;20.3;2;0.59;0.2;33.3;0.17;0.5;7.8;0;79.2
1562;Luca Marrone;ITA;DF;Monza;Serie A;32;1990;2;2;135;1.5;0;0.67;0;0;0;0;17.6;0;62
1563;Eric Martel;GER;MF;Köln;Bundesliga;20;2002;16;11;1023;11.4;0;1.05;0.26;25;0;0;21.1;0;53.2
1564;Roger Martí;ESP;FW;Elche;La Liga;32;1991;12;8;655;7.3;0;0.82;0.27;33.3;0;0;15.6;0.14;31
1565;Roger Martí;ESP;FW;Cádiz;La Liga;32;1991;3;2;157;1.7;0;0.59;0;0;0;0;15.3;0;27.6
1566;Anthony Martial;FRA;FW;Manchester Utd;Premier League;27;1995;9;6;458;5.1;3;2.16;0.98;45.5;0.18;0.4;12.9;0.39;33.9
1567;Aarón Martín;ESP;DF;Mainz 05;Bundesliga;25;1997;17;17;1421;15.8;3;0.82;0.25;30.8;0.23;0.75;25.6;0.13;58.5
1568;Ander Martin;ESP;MFFW;Real Sociedad;La Liga;22;2000;3;0;41;0.5;0;0;0;0;0;0;0;0;58
1569;Andrés Martín;ESP;FW;Rayo Vallecano;La Liga;23;1999;4;2;133;1.5;0;1.33;1.33;100;0;0;19;0;42.7
1570;Iván Martín;ESP;MFFW;Girona;La Liga;23;1999;9;6;555;6.2;2;1.29;0.48;37.5;0.25;0.67;12.2;0;44.4
1571;Jonas Martin;FRA;MF;Lille;Ligue 1;32;1990;9;1;191;2.1;0;0.48;0;0;0;0;7.6;0;101.9
1572;Martinelli;BRA;FW;Arsenal;Premier League;21;2001;21;21;1726;19.2;7;2.71;0.94;34.6;0.13;0.39;16.5;0.1;49.9
1573;Arnau Martinez;ESP;DF;Girona;La Liga;19;2003;17;16;1351;15;2;1;0.13;13.3;0.13;1;12.1;0.07;62.7
1574;Emiliano Martínez;ARG;GK;Aston Villa;Premier League;30;1992;19;19;1654;18.4;0;0;0;0;0;0;0;0;37.9
1575;Iñigo Martínez;ESP;DF;Athletic Club;La Liga;31;1991;9;9;810;9;0;0.78;0.11;14.3;0;0;15.8;0;66.2
1576;Lautaro Martínez;ARG;FW;Inter;Serie A;25;1997;21;19;1675;18.6;12;3.92;1.51;38.4;0.15;0.39;14.8;0.16;35.8
1577;Lisandro Martínez;ARG;DF;Manchester Utd;Premier League;25;1998;20;18;1568;17.4;1;0.23;0.06;25;0.25;1;16.9;0;76.7
1578;Lucas Martínez Quarta;ARG;DF;Fiorentina;Serie A;26;1996;15;13;1181;13.1;1;1.22;0.61;50;0.06;0.13;12.9;0.08;80.4
1579;Roger Martínez;ESP;DF;Espanyol;La Liga;18;2004;1;0;7;0.1;0;10;0;0;0;0;26.5;0;60
1580;Gelson Martins;POR;MFFW;Monaco;Ligue 1;27;1995;10;3;335;3.7;0;3.24;0.81;25;0;0;15.9;0;57.8
1581;Adam Maruši?;MNE;DF;Lazio;Serie A;30;1992;22;21;1918;21.3;0;0.52;0.28;54.5;0;0;25.1;0.05;67
1582;Omar Mascarell;ESP;MF;Elche;La Liga;30;1993;18;18;1547;17.2;0;0.29;0.06;20;0;0;23.8;0;52
1583;Adam Masina;MAR;DF;Udinese;Serie A;29;1994;4;4;304;3.4;1;0.29;0.29;100;1;1;13.1;0;51.5
1584;Jordi Masip;ESP;GK;Valladolid;La Liga;34;1989;15;15;1350;15;0;0;0;0;0;0;0;0;39.1
1585;Erhan Mašovi?;SRB;DFMF;Bochum;Bundesliga;24;1998;16;10;1039;11.5;2;0.35;0.26;75;0.5;0.67;8.1;0;49.2
1586;Han-Noah Massengo;FRA;MFDF;Auxerre;Ligue 1;21;2001;2;1;107;1.2;0;0.83;0;0;0;0;17.1;0;44.2
1587;Yanis Massolin;FRA;MF;Clermont Foot;Ligue 1;20;2002;4;0;48;0.5;0;0;0;0;0;0;0;0;94
1588;Jaime Mata;ESP;FW;Getafe;La Liga;34;1988;6;0;42;0.5;0;2;0;0;0;0;12.6;0;44
1589;Pape Matar Sarr;SEN;MF;Tottenham;Premier League;20;2002;4;1;137;1.5;0;0.67;0;0;0;0;28;0;80
1590;Eliot Matazo;BEL;MFFW;Monaco;Ligue 1;20;2002;11;6;536;6;0;0.17;0.17;100;0;0;27.8;0;42.5
1591;Jean-Philippe Mateta;FRA;FW;Crystal Palace;Premier League;25;1997;18;4;511;5.7;1;3.16;1.05;33.3;0.06;0.17;12.3;0;31.9
1592;Nemanja Mati?;SRB;MF;Roma;Serie A;34;1988;22;11;1223;13.6;1;0.59;0.22;37.5;0.13;0.33;17.2;0.07;71.2
1593;Joël Matip;CMR;DF;Liverpool;Premier League;31;1991;9;7;642;7.1;0;0;0;0;0;0;0;0;78
1594;Henning Matriciani;GER;DF;Schalke 04;Bundesliga;22;2000;10;10;876;9.7;0;0.1;0;0;0;0;9.3;0;53.7
1595;Chrislain Matsima;FRA;DFMF;Lorient;Ligue 1;20;2002;6;2;227;2.5;0;0.4;0;0;0;0;10.5;0;58
1596;Azor Matusiwa;NED;MF;Reims;Ligue 1;24;1998;16;15;1331;14.8;0;0.34;0.14;40;0;0;26.6;0;64.1
1597;Neal Maupay;FRA;FW;Everton;Premier League;26;1996;14;7;712;7.9;1;2.03;0.89;43.8;0.06;0.14;14.9;0;29.1
1598;Aïman Maurer;MAR;MF;Clermont Foot;Ligue 1;18;2004;2;2;146;1.6;0;1.25;1.25;100;0;0;20.2;0;35
1599;Stephy Mavididi;ENG;FW;Montpellier;Ligue 1;24;1998;12;11;796;8.8;2;2.05;0.91;44.4;0.11;0.25;16.4;0.11;34
1600;Konstantinos Mavropanos;GRE;DF;Stuttgart;Bundesliga;25;1997;17;16;1418;15.8;2;1.84;0.51;27.6;0.07;0.25;15.5;0.06;72.8
1601;Christian Mawissa;FRA;DF;Toulouse;Ligue 1;17;2005;2;1;98;1.1;0;0;0;0;0;0;0;0;50.9
1602;Philipp Max;GER;DF;Eint Frankfurt;Bundesliga;29;1993;1;1;68;0.8;0;1.25;0;0;0;0;30.1;0;82.5
1603;Eric Maxim Choupo-Moting;CMR;FW;Bayern Munich;Bundesliga;33;1989;14;10;837;9.3;7;2.47;1.08;43.5;0.3;0.7;12.4;0.22;32.9
1604;Luís Maximiano;POR;GK;Lazio;Serie A;24;1999;1;1;5;0.1;0;0;0;0;0;0;0;0;40
1605;Fernand Mayembo;CGO;DF;Ajaccio;Ligue 1;27;1996;8;6;541;6;0;0.67;0;0;0;0;6.2;0;51
1606;Borja Mayoral;ESP;FW;Getafe;La Liga;25;1997;20;20;1624;18;4;1.56;0.39;25;0.14;0.57;14.1;0;35.6
1607;Noussair Mazraoui;MAR;DF;Bayern Munich;Bundesliga;25;1997;11;6;556;6.2;0;0.65;0;0;0;0;19.6;0.48;81.1
1608;Pasquale Mazzocchi;ITA;DF;Salernitana;Serie A;27;1995;15;15;1199;13.3;2;0.83;0.23;27.3;0.18;0.67;20;0.15;54.2
1609;Kevin Mbabu;SUI;DFFW;Fulham;Premier League;27;1995;6;1;144;1.6;0;0;0;0;0;0;0;0.63;71.3
1610;Kylian Mbappé;FRA;FW;Paris S-G;Ligue 1;24;1998;19;17;1468;16.3;13;4.42;2.21;50;0.15;0.31;16.2;0.12;55.8
1611;Mamadou Mbaye;SEN;DF;Cádiz;La Liga;24;1998;7;6;537;6;0;0.17;0;0;0;0;6.5;0;43.2
1612;Chancel Mbemba;COD;DF;Marseille;Ligue 1;28;1994;23;22;1925;21.4;2;0.75;0.23;31.3;0.13;0.4;11.9;0;66.3
1613;Bryan Mbeumo;CMR;FW;Brentford;Premier League;23;1999;22;22;1657;18.4;5;1.96;0.92;47.2;0.11;0.24;17.4;0.11;36.8
1614;Jason Mbock;FRA;MFFW;Angers;Ligue 1;23;1999;2;0;25;0.3;0;0;0;0;0;0;0;0;36.7
1615;Nathanael Mbuku;FRA;FWMF;Reims;Ligue 1;20;2002;6;0;66;0.7;0;2.86;0;0;0;0;21;0;52.9
1616;John McGinn;SCO;MF;Aston Villa;Premier League;28;1994;17;14;1223;13.6;0;1.54;0.37;23.8;0;0;23.8;0.07;50.1
1617;Scott McKenna;SCO;DF;Nott'ham Forest;Premier League;26;1996;18;17;1462;16.2;0;0.12;0;0;0;0;8.2;0;51.7
1618;Weston McKennie;USA;MF;Leeds United;Premier League;24;1998;2;1;123;1.4;0;0;0;0;0;0;0;0;59.3
1619;Weston McKennie;USA;MFDF;Juventus;Serie A;24;1998;15;13;1052;11.7;1;0.68;0.34;50;0.13;0.25;10.1;0.09;45
1620;Dwight McNeil;ENG;FWDF;Everton;Premier League;23;1999;19;11;981;10.9;2;1.19;0.18;15.4;0.15;1;18.9;0.18;49.4
1621;Scott McTominay;SCO;MF;Manchester Utd;Premier League;26;1996;15;7;753;8.4;0;0.83;0.36;42.9;0;0;14.2;0;46.1
1622;Gary Medel;CHI;MFDF;Bologna;Serie A;35;1987;17;16;1267;14.1;0;0.14;0;0;0;0;26.5;0.07;71.4
1623;Facundo Medina;ARG;DF;Lens;Ligue 1;23;1999;20;20;1700;18.9;1;0.42;0.11;25;0.13;0.5;13.5;0.11;92.2
1624;Ben Mee;ENG;DF;Brentford;Premier League;33;1989;21;21;1838;20.4;3;0.74;0.2;26.7;0.2;0.75;9.5;0;59.7
1625;Bamo Meïté;CIV;DF;Lorient;Ligue 1;21;2001;3;2;249;2.8;0;0.36;0;0;0;0;11.4;0;56.8
1626;Soualiho Meïté;FRA;MF;Cremonese;Serie A;28;1994;15;14;1139;12.7;0;0.79;0.08;10;0;0;22.6;0.08;47.6
1627;Farid El Melali;ALG;FWDF;Angers;Ligue 1;25;1997;9;5;400;4.4;0;1.36;0.23;16.7;0;0;17.1;0;50.9
1628;Gonzalo Melero;ESP;MF;Almería;La Liga;29;1994;15;14;1084;12;2;1.17;0.5;42.9;0.14;0.33;16.1;0.25;46.3
1629;Birger Meling;NOR;DF;Rennes;Ligue 1;28;1994;16;4;530;5.9;0;0;0;0;0;0;0;0;71.2
1630;Memphis;NED;FW;Barcelona;La Liga;28;1994;2;2;114;1.3;1;4.62;2.31;50;0.17;0.33;11.6;0;65.4
1631;Memphis;NED;FW;Atlético Madrid;La Liga;28;1994;2;0;22;0.2;0;5;0;0;0;0;18.5;0;125
1632;Houboulang Mendes;FRA;DF;Almería;La Liga;24;1998;11;8;694;7.7;0;0.13;0;0;0;0;23.9;0.13;44.7
1633;Nuno Mendes;POR;DFMF;Paris S-G;Ligue 1;20;2002;14;10;896;10;1;0.5;0.4;80;0.2;0.25;11.3;0.4;62.6
1634;Thiago Mendes;BRA;DFMF;Lyon;Ligue 1;30;1992;20;17;1483;16.5;0;0.61;0.12;20;0;0;24.8;0.06;84.2
1635;Brais Méndez;ESP;MF;Real Sociedad;La Liga;26;1997;19;17;1451;16.1;7;2.36;0.93;39.5;0.18;0.47;20.3;0.19;61.9
1636;Diego Méndez;ESP;MF;Rayo Vallecano;La Liga;19;2003;1;0;1;0;0;0;0;0;0;0;0;0;3
1637;Antoine Mendy;FRA;DF;Nice;Ligue 1;18;2004;6;2;170;1.9;0;2.63;1.05;40;0;0;14.8;0.53;78.4
1638;Arial Mendy;SEN;DF;Clermont Foot;Ligue 1;28;1994;5;1;223;2.5;0;0.8;0;0;0;0;20.6;0;58.8
1639;Batista Mendy;FRA;MFDF;Angers;Ligue 1;23;2000;20;20;1622;18;0;0.33;0;0;0;0;18.5;0;53.8
1640;Edouard Mendy;SEN;GK;Chelsea;Premier League;30;1992;9;8;765;8.5;0;0;0;0;0;0;0;0;33.6
1641;Ferland Mendy;FRA;DF;Real Madrid;La Liga;27;1995;14;14;1127;12.5;0;0.08;0;0;0;0;7.3;0.08;63.9
1642;Nampalys Mendy;SEN;MF;Leicester City;Premier League;30;1992;11;3;420;4.7;1;0.43;0.21;50;0.5;1;21.1;0;59.1
1643;Gideon Mensah;GHA;DF;Auxerre;Ligue 1;24;1998;13;13;1157;12.9;0;0.16;0.08;50;0;0;27.6;0;71.2
1644;Chris Mepham;WAL;DF;Bournemouth;Premier League;25;1997;18;17;1559;17.3;0;0.35;0.12;33.3;0;0;11.8;0;51.8
1645;Alex Meret;ITA;GK;Napoli;Serie A;25;1997;21;21;1890;21;0;0;0;0;0;0;0;0;29.9
1646;Mikel Merino;ESP;MF;Real Sociedad;La Liga;26;1996;16;15;1285;14.3;1;1.68;0.7;41.7;0.04;0.1;16.8;0.49;67
1647;Quentin Merlin;FRA;DF;Nantes;Ligue 1;20;2002;16;15;1265;14.1;0;0.85;0.21;25;0;0;24;0.07;73.5
1648;Yýldýrým Mert Çetin;TUR;DF;Lecce;Serie A;26;1997;1;1;20;0.2;0;0;0;0;0;0;0;0;40
1649;Roque Mesa;ESP;MF;Valladolid;La Liga;33;1989;16;14;1068;11.9;2;1.43;0.67;47.1;0.12;0.25;27.8;0.08;62.3
1650;Illan Meslier;FRA;GK;Leeds United;Premier League;22;2000;21;21;1890;21;0;0;0;0;0;0;0;0;32.8
1651;Lionel Messi;ARG;MFFW;Paris S-G;Ligue 1;35;1987;18;18;1577;17.5;10;4.57;1.94;42.5;0.13;0.29;17.8;0.57;78.3
